"filename", "language", "PostCSS", "JavaScript", "XML", "PHP", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\nestable.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\peity.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\range-sliders.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\responsive-table.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\sparkline.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\sweet-alerts.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\tabledit.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\tablesaw.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\tickets.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\toastr.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\tour.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\treeview.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\vector-maps.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\pages\widgets.init.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\vendor.js", "JavaScript", 0, 12114, 0, 0, 0, 0, 3283, 3400, 18797
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\js\vendor.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\apexcharts\apexcharts.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 5, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\autonumeric\autoNumeric-min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 34, 0, 35
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-colorpicker\bootstrap-colorpicker.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 8, 1, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-colorpicker\bootstrap-colorpicker.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 9, 0, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-datepicker\bootstrap-datepicker.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 5, 1, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-datepicker\bootstrap-datepicker.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 5, 1, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-maxlength\bootstrap-maxlength.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 8, 1, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-select\bootstrap-select.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-select\bootstrap-select.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 7, 1, 9
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-touchspin\jquery.bootstrap-touchspin.css", "PostCSS", 23, 0, 0, 0, 0, 0, 9, 7, 39
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\bootstrap-touchspin\jquery.bootstrap-touchspin.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 8, 1, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\britecharts\britecharts.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\britecharts\britecharts.min.js", "JavaScript", 0, 15913, 0, 0, 0, 0, 4626, 4456, 24995
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\chart-js\Chart.bundle.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 9, 0, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\chartist\chartist-plugin-tooltip.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 6, 1, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\chartist\chartist.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\chartist\chartist.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 7, 1, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\clockpicker\bootstrap-clockpicker.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\clockpicker\bootstrap-clockpicker.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 5, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\custombox\custombox.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 8, 0, 9
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\custombox\custombox.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 8, 0, 9
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\d3\d3.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\buttons.bootstrap4.css", "PostCSS", 226, 0, 0, 0, 0, 0, 0, 6, 232
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\buttons.bootstrap4.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 4, 1, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\buttons.flash.min.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 1, 33
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\buttons.html5.min.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\buttons.print.min.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.bootstrap4.css", "PostCSS", 197, 0, 0, 0, 0, 0, 0, 10, 207
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.bootstrap4.js", "JavaScript", 0, 131, 0, 0, 0, 0, 26, 28, 185
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.buttons.min.js", "JavaScript", 0, 37, 0, 0, 0, 0, 4, 1, 42
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.keyTable.min.js", "JavaScript", 0, 20, 0, 0, 0, 0, 4, 1, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.responsive.min.js", "JavaScript", 0, 26, 0, 0, 0, 0, 4, 1, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\dataTables.select.min.js", "JavaScript", 0, 23, 0, 0, 0, 0, 4, 1, 28
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\jquery.dataTables.min.js", "JavaScript", 0, 162, 0, 0, 0, 0, 4, 1, 167
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\responsive.bootstrap4.css", "PostCSS", 178, 0, 0, 0, 0, 0, 0, 3, 181
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\responsive.bootstrap4.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 4, 1, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\datatables\select.bootstrap4.css", "PostCSS", 113, 0, 0, 0, 0, 0, 0, 3, 116
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\daterangepicker\daterangepicker.css", "PostCSS", 333, 0, 0, 0, 0, 0, 1, 55, 389
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\daterangepicker\daterangepicker.js", "JavaScript", 0, 1121, 0, 0, 0, 0, 114, 291, 1526
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\dropzone\dropzone.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\dropzone\dropzone.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.crosshair.js", "JavaScript", 0, 94, 0, 0, 0, 0, 60, 23, 177
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.js", "JavaScript", 0, 2239, 0, 0, 0, 0, 404, 526, 3169
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.orderBars.js", "JavaScript", 0, 134, 0, 0, 0, 0, 32, 35, 201
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.pie.js", "JavaScript", 0, 526, 0, 0, 0, 0, 128, 167, 821
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.resize.js", "JavaScript", 0, 28, 0, 0, 0, 0, 22, 10, 60
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.selection.js", "JavaScript", 0, 208, 0, 0, 0, 0, 96, 57, 361
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.stack.js", "JavaScript", 0, 118, 0, 0, 0, 0, 46, 25, 189
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.time.js", "JavaScript", 0, 308, 0, 0, 0, 0, 44, 81, 433
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\flot-charts\jquery.flot.tooltip.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 11, 0, 12
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\fullcalendar\fullcalendar.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 4, 0, 5
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\fullcalendar\fullcalendar.min.js", "JavaScript", 0, 7, 0, 0, 0, 0, 5, 0, 12
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\gmaps\gmaps.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\hopscotch\hopscotch.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 16, 0, 17
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\hopscotch\hopscotch.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 16, 0, 17
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\ion-rangeslider\ion.rangeSlider.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\ion-rangeslider\ion.rangeSlider.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-countdown\jquery.countdown.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 21, 0, 22
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-knob\jquery.knob.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-mapael\jquery.mapael.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-mapael\usa_states.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-mapael\world_countries.min.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-mask-plugin\jquery.mask.min.js", "JavaScript", 0, 17, 0, 0, 0, 0, 2, 1, 20
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-nice-select\jquery.nice-select.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 3, 0, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-nice-select\nice-select.css", "PostCSS", 136, 0, 0, 0, 0, 0, 0, 3, 139
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-scrollto\jquery.scrollTo.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-sparkline\jquery.sparkline.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-tabledit\jquery.tabledit.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 5, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-toast\jquery.toast.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-toast\jquery.toast.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-ui\jquery-ui.min.js", "JavaScript", 0, 8, 0, 0, 0, 0, 4, 1, 13
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-1.2.2.css", "PostCSS", 33, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-1.2.2.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 6, 0, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-au-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-ca-lcc-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-in-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-uk-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-us-il-chicago-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-us-merc-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\jquery-vectormap\jquery-jvectormap-world-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\katex\katex.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\magnific-popup\jquery.magnific-popup.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 3, 0, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\magnific-popup\magnific-popup.css", "PostCSS", 310, 0, 0, 0, 0, 0, 6, 36, 352
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\moment\moment.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\morris-js\morris.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 5, 0, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\nestable2\jquery.nestable.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\nestable2\jquery.nestable.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\parsleyjs\parsley.min.js", "JavaScript", 0, 9, 0, 0, 0, 0, 9, 1, 19
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\pdfmake\pdfmake.min.js", "JavaScript", 0, 21, 0, 0, 0, 0, 6, 3, 30
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\pdfmake\vfs_fonts.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\peity\jquery.peity.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 6, 1, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\quill\quill.bubble.css", "PostCSS", 946, 0, 0, 0, 0, 0, 6, 1, 953
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\quill\quill.core.css", "PostCSS", 391, 0, 0, 0, 0, 0, 6, 1, 398
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\quill\quill.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 7, 0, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\quill\quill.snow.css", "PostCSS", 939, 0, 0, 0, 0, 0, 6, 1, 946
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\raphael\raphael.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\rwd-table\rwd-table.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\rwd-table\rwd-table.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\select2\select2.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\select2\select2.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\summernote\summernote-bs4.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\summernote\summernote-bs4.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 1, 1, 3
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\sweetalert2\sweetalert2.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\sweetalert2\sweetalert2.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\switchery\switchery.min.css", "PostCSS", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\switchery\switchery.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\tablesaw\tablesaw.css", "PostCSS", 574, 0, 0, 0, 0, 0, 38, 140, 752
